x_center_mm,y_center_mm,entries,mean_adc_per_mev,standard_error
-4.5,-12.5,3,90.82202931,3.152910232
-4.5,-11.5,1,91.4350222,0
-4.5,-10.5,4,93.58514246,1.898219666
-4.5,-9.5,3,91.7760802,3.281130097
-4.5,-8.5,4,93.45889121,2.575494641
-4.5,-7.5,4,105.270306,0.9690576464
-4.5,-6.5,0,0,0
-4.5,-5.5,3,108.3952141,2.693339807
-4.5,-4.5,2,110.5543305,0.529495251
-4.5,-3.5,3,111.3848118,3.956755297
-4.5,-2.5,4,128.2922227,1.567101891
-4.5,-1.5,5,121.571612,1.089299474
-4.5,-0.5,6,123.9606419,1.22485004
-4.5,0.5,3,130.0353881,1.255989546
-4.5,1.5,6,125.9602637,2.621735363
-4.5,2.5,5,123.528825,2.115007736
-4.5,3.5,2,114.2345754,0.03234524846
-4.5,4.5,4,114.3170522,2.114277978
-4.5,5.5,3,107.8705883,2.536931405
-4.5,6.5,2,105.1515143,4.483159552
-4.5,7.5,1,98.24878706,0
-4.5,8.5,6,99.05927524,2.154151994
-4.5,9.5,2,95.02878098,4.140390541
-4.5,10.5,1,93.24248113,0
-4.5,11.5,4,92.51560541,3.715608166
-4.5,12.5,1,93.35526378,0
-4.5,13.5,2,88.57916502,0.8625956553
-4.5,14.5,4,85.85042314,2.646365717
-4.5,15.5,1,82.620029,0
-4.5,16.5,2,82.19974583,0.08718264355
-4.5,17.5,2,84.14960444,0.09875829812
-4.5,18.5,5,85.53579109,2.644066934
-4.5,19.5,3,88.70686578,1.870355498
-3.5,-19.5,1,82.51579871,0
-3.5,-18.5,1,79.37509889,0
-3.5,-17.5,2,85.44538361,1.697803545
-3.5,-16.5,2,87.96931862,0.04915476144
-3.5,-15.5,5,85.6569638,1.247189029
-3.5,-14.5,4,85.68885,1.36848992
-3.5,-13.5,4,89.21728534,0.8412185005
-3.5,-12.5,3,90.95334255,2.195591856
-3.5,-11.5,2,97.54851384,0.5192268828
-3.5,-10.5,5,94.62291531,1.271198004
-3.5,-9.5,3,97.30704395,2.323741479
-3.5,-8.5,2,102.2250559,0.9235713387
-3.5,-7.5,3,104.2648367,1.082858323
-3.5,-6.5,2,104.2314941,1.203429556
-3.5,-5.5,5,107.3306406,2.098412514
-3.5,-4.5,1,111.4337444,0
-3.5,-3.5,0,0,0
-3.5,-2.5,6,133.2994141,3.119495485
-3.5,-1.5,4,139.9731906,4.243758508
-3.5,-0.5,3,140.8028125,6.276508348
-3.5,0.5,5,151.8059347,2.613177566
-3.5,1.5,2,150.1456523,1.0267569
-3.5,2.5,4,130.9444587,3.398544512
-3.5,3.5,4,116.5202422,3.338795785
-3.5,4.5,3,111.3185556,4.75170069
-3.5,5.5,3,114.8756775,2.181325358
-3.5,6.5,6,106.6036759,1.857039905
-3.5,7.5,2,98.51985124,1.109276042
-3.5,8.5,4,98.33931738,3.046303085
-3.5,9.5,3,93.29577032,0.6245565853
-3.5,10.5,1,98.56713492,0
-3.5,11.5,1,93.70585263,0
-3.5,12.5,1,90.42080973,0
-3.5,13.5,3,94.24318745,0.6130597122
-3.5,14.5,5,86.06628748,1.82923728
-3.5,15.5,3,85.5598571,1.260194398
-3.5,16.5,9,86.36035774,1.50393544
-3.5,17.5,4,84.90135919,2.727003375
-3.5,18.5,8,85.10137835,0.9804481972
-3.5,19.5,1,86.87417496,0
-2.5,-19.5,1,86.77148962,0
-2.5,-18.5,5,84.57791858,2.913762056
-2.5,-17.5,3,86.42949736,0.4782135333
-2.5,-16.5,1,89.26435578,0
-2.5,-15.5,1,86.18423986,0
-2.5,-14.5,6,85.47441394,1.201889082
-2.5,-13.5,3,89.56518397,1.324148908
-2.5,-12.5,5,89.36557372,1.869637914
-2.5,-11.5,1,87.81518309,0
-2.5,-10.5,4,91.98961671,3.243112035
-2.5,-9.5,2,100.919453,1.348564483
-2.5,-8.5,2,99.59150833,0.9503612155
-2.5,-7.5,4,103.8426785,2.307722909
-2.5,-6.5,2,106.0639037,0.3811695613
-2.5,-5.5,1,113.9453883,0
-2.5,-4.5,2,120.0312502,0.2759432072
-2.5,-3.5,3,129.3268699,2.465015067
-2.5,-2.5,3,156.9605729,2.996342738
-2.5,-1.5,3,158.6947392,0.4688627313
-2.5,-0.5,1,180.118045,0
-2.5,0.5,1,174.8065441,0
-2.5,1.5,3,157.8502011,5.392589129
-2.5,2.5,2,154.2370775,5.504057599
-2.5,3.5,5,139.2343045,4.914961196
-2.5,4.5,1,117.6035979,0
-2.5,5.5,3,110.3728412,1.472254241
-2.5,6.5,2,113.0202089,0.2351673381
-2.5,7.5,2,97.95122751,1.155202162
-2.5,8.5,2,97.09057267,4.849143737
-2.5,9.5,3,99.66208338,3.495181105
-2.5,10.5,2,97.11077203,3.779730317
-2.5,11.5,4,94.11182571,1.216361153
-2.5,12.5,3,94.86181829,2.106569155
-2.5,13.5,2,89.04167526,2.932423164
-2.5,14.5,2,86.29759995,1.870086594
-2.5,15.5,10,84.67921504,1.233438685
-2.5,16.5,0,0,0
-2.5,17.5,3,85.44342047,1.752862314
-2.5,18.5,1,85.04561186,0
-2.5,19.5,3,80.11831535,1.873496254
-1.5,-19.5,6,85.61382062,2.461001209
-1.5,-18.5,1,82.89107569,0
-1.5,-17.5,2,86.01471816,3.963914749
-1.5,-16.5,2,87.23933676,4.958199913
-1.5,-15.5,6,89.75312728,1.558095498
-1.5,-14.5,4,88.42501806,0.734119709
-1.5,-13.5,0,0,0
-1.5,-12.5,1,91.37242343,0
-1.5,-11.5,2,88.28390264,0.5879346173
-1.5,-10.5,1,105.3648553,0
-1.5,-9.5,5,98.61509125,1.229031079
-1.5,-8.5,1,101.3313263,0
-1.5,-7.5,3,103.4472936,1.661580037
-1.5,-6.5,3,108.2425782,1.559716428
-1.5,-5.5,1,119.8526273,0
-1.5,-4.5,3,135.2647665,12.02798476
-1.5,-3.5,7,144.331203,3.148666237
-1.5,-2.5,5,166.9857915,2.267230829
-1.5,-1.5,3,182.8222808,10.95726215
-1.5,-0.5,3,182.2231357,4.352179819
-1.5,0.5,5,179.0731697,2.545073564
-1.5,1.5,1,173.3832523,0
-1.5,2.5,2,162.2658467,0.2538267427
-1.5,3.5,3,137.7716818,4.373292317
-1.5,4.5,5,124.7856388,2.789755171
-1.5,5.5,2,115.6859651,1.791188837
-1.5,6.5,1,106.2119912,0
-1.5,7.5,0,0,0
-1.5,8.5,4,102.1804695,1.833662969
-1.5,9.5,2,100.0286869,0.6341109996
-1.5,10.5,3,90.64500855,1.232874026
-1.5,11.5,2,94.54491218,6.169481084
-1.5,12.5,3,91.01912339,1.147892935
-1.5,13.5,3,90.07411193,0.798071714
-1.5,14.5,5,82.53816506,2.144652416
-1.5,15.5,2,88.6642992,1.813368931
-1.5,16.5,3,85.99917593,0.3157230335
-1.5,17.5,2,83.73902341,3.009520282
-1.5,18.5,3,79.5180098,1.62588906
-1.5,19.5,1,86.75470208,0
-0.5,-19.5,2,86.7465425,0.1377210984
-0.5,-18.5,2,82.18776035,1.83390924
-0.5,-17.5,3,85.40757265,1.714864818
-0.5,-16.5,1,85.78697698,0
-0.5,-15.5,9,87.05878051,1.245452347
-0.5,-14.5,6,87.71582671,1.233399371
-0.5,-13.5,4,94.23030179,1.246412387
-0.5,-12.5,4,88.14542733,1.698452575
-0.5,-11.5,1,94.37797082,0
-0.5,-10.5,5,95.9838024,1.480656018
-0.5,-9.5,3,95.48500043,1.783990145
-0.5,-8.5,4,100.1980735,1.69580545
-0.5,-7.5,6,104.6614772,2.916609884
-0.5,-6.5,2,103.5686644,1.915755157
-0.5,-5.5,1,116.8353653,0
-0.5,-4.5,3,126.2598991,1.603964459
-0.5,-3.5,2,142.4567362,6.637066135
-0.5,-2.5,5,171.1927732,2.618564773
-0.5,-1.5,2,180.07189,8.210805469
-0.5,-0.5,5,192.030545,3.338667744
-0.5,0.5,3,183.8788676,4.144518882
-0.5,1.5,3,191.4172719,2.066083659
-0.5,2.5,1,175.2533409,0
-0.5,3.5,7,136.3251183,2.435307398
-0.5,4.5,5,130.3835518,2.276390386
-0.5,5.5,0,0,0
-0.5,6.5,3,108.1871966,0.6216746184
-0.5,7.5,5,104.5710691,0.7035317509
-0.5,8.5,5,102.1483162,1.078718191
-0.5,9.5,3,98.62112505,1.231251631
-0.5,10.5,2,92.78711407,1.675482228
-0.5,11.5,4,93.88955691,0.8165414693
-0.5,12.5,2,89.31374409,2.680134903
-0.5,13.5,3,89.16273877,4.550113728
-0.5,14.5,3,87.48364716,2.345909519
-0.5,15.5,4,84.27285827,0.9305309797
-0.5,16.5,2,84.64377222,1.867948286
-0.5,17.5,4,83.84672193,1.779088221
-0.5,18.5,3,85.78956582,0.7754850451
-0.5,19.5,5,82.89172919,1.702260221
0.5,-19.5,0,0,0
0.5,-18.5,2,83.33658463,1.393535179
0.5,-17.5,3,85.50909799,1.863784134
0.5,-16.5,2,84.86802781,2.942992688
0.5,-15.5,3,85.05891618,1.019277974
0.5,-14.5,3,81.52378596,0.2889725923
0.5,-13.5,7,86.92944546,1.936634673
0.5,-12.5,4,86.61652232,2.850390615
0.5,-11.5,4,93.72025651,1.515015158
0.5,-10.5,6,95.47128599,2.510245542
0.5,-9.5,5,98.50654388,1.630934593
0.5,-8.5,2,105.6702785,0.003419881418
0.5,-7.5,3,108.7331291,0.8546609797
0.5,-6.5,6,114.0288664,1.68930762
0.5,-5.5,2,118.7164267,0.7459249876
0.5,-4.5,4,127.7562234,1.160038849
0.5,-3.5,2,137.913402,5.494515114
0.5,-2.5,2,170.7545893,1.481633401
0.5,-1.5,2,182.7223154,1.204283456
0.5,-0.5,3,187.1326257,4.157617051
0.5,0.5,3,188.301305,2.314069603
0.5,1.5,2,186.8678113,4.109357023
0.5,2.5,3,166.1638715,1.402362451
0.5,3.5,4,142.8513124,4.691823897
0.5,4.5,3,124.6886889,7.505843658
0.5,5.5,0,0,0
0.5,6.5,3,110.1933371,2.767434217
0.5,7.5,3,101.8275662,1.05613763
0.5,8.5,4,102.1798662,2.949050892
0.5,9.5,5,96.96816071,0.6716758306
0.5,10.5,2,92.83424488,2.306770196
0.5,11.5,4,91.8125255,1.588233384
0.5,12.5,1,91.05552957,0
0.5,13.5,7,90.92562461,1.930048137
0.5,14.5,3,88.6509673,0.841343111
0.5,15.5,3,87.35280574,0.5555686641
0.5,16.5,3,84.63864127,4.353109118
0.5,17.5,4,84.90299446,1.954266244
0.5,18.5,8,84.12283236,1.014305709
0.5,19.5,3,84.2212917,1.105789133
1.5,-19.5,5,85.40799077,1.29720155
1.5,-18.5,5,84.58618762,1.471829314
1.5,-17.5,0,0,0
1.5,-16.5,3,89.75862002,3.768737612
1.5,-15.5,2,86.69150167,4.639497612
1.5,-14.5,1,93.6602678,0
1.5,-13.5,3,87.95531289,0.630065349
1.5,-12.5,3,88.44241717,3.022263957
1.5,-11.5,3,92.54404001,1.682178751
1.5,-10.5,5,94.24666424,1.822057645
1.5,-9.5,2,101.4221572,0.2782306118
1.5,-8.5,0,0,0
1.5,-7.5,3,102.088482,1.461077228
1.5,-6.5,1,111.0021517,0
1.5,-5.5,3,117.0981923,1.119084916
1.5,-4.5,4,122.0188856,2.498134606
1.5,-3.5,1,135.9524983,0
1.5,-2.5,3,172.7766462,3.580470282
1.5,-1.5,2,190.057516,3.743669385
1.5,-0.5,6,181.4922788,3.448233615
1.5,0.5,5,184.5520594,3.743052636
1.5,1.5,3,179.6520005,2.196779353
1.5,2.5,5,164.3989417,6.40338449
1.5,3.5,2,140.2365854,0.7952399072
1.5,4.5,1,126.2743585,0
1.5,5.5,2,110.2218358,3.486125234
1.5,6.5,1,109.8646839,0
1.5,7.5,7,104.0140286,1.666273111
1.5,8.5,4,104.7006973,2.420453263
1.5,9.5,5,95.68343731,2.694244138
1.5,10.5,6,93.8073624,1.404083978
1.5,11.5,2,94.36068416,3.232425068
1.5,12.5,4,92.1495487,1.694698509
1.5,13.5,3,90.0590081,2.403898234
1.5,14.5,4,86.74093405,1.386882233
1.5,15.5,2,85.2073604,0.4455624521
1.5,16.5,2,83.44846732,2.41563569
1.5,17.5,2,91.20814975,4.147179796
1.5,18.5,1,89.77403839,0
1.5,19.5,3,84.87788464,2.079837903
2.5,-19.5,1,80.02608401,0
2.5,-18.5,3,85.63678204,1.244202632
2.5,-17.5,2,85.10414983,2.588392345
2.5,-16.5,4,81.07134024,0.9444753305
2.5,-15.5,3,85.44161798,2.021985644
2.5,-14.5,1,89.44965201,0
2.5,-13.5,2,89.71551237,1.228422075
2.5,-12.5,3,92.69017395,0.7050613632
2.5,-11.5,7,93.45918185,1.202725276
2.5,-10.5,4,91.28912828,2.912345604
2.5,-9.5,3,93.76931755,0.8718131159
2.5,-8.5,3,94.54320584,1.377346209
2.5,-7.5,3,100.8177845,2.383948382
2.5,-6.5,6,106.9539825,1.96730933
2.5,-5.5,3,109.7955705,3.938400689
2.5,-4.5,6,118.1751727,2.308065259
2.5,-3.5,4,129.8645319,1.61624947
2.5,-2.5,3,152.9261481,2.945596637
2.5,-1.5,6,171.8511065,3.529577254
2.5,-0.5,0,0,0
2.5,0.5,2,163.0287066,5.881117395
2.5,1.5,2,176.8158931,2.85364918
2.5,2.5,3,153.342595,2.376890083
2.5,3.5,5,132.4964643,3.48506317
2.5,4.5,1,108.3006712,0
2.5,5.5,4,106.820952,3.467925684
2.5,6.5,5,110.0030629,1.646953132
2.5,7.5,4,112.4880945,1.589534094
2.5,8.5,2,104.230099,6.745009738
2.5,9.5,3,96.25314596,0.8489335925
2.5,10.5,3,95.75028047,1.473175326
2.5,11.5,6,95.48514328,1.805909665
2.5,12.5,3,91.48676333,3.591979691
2.5,13.5,3,90.77746099,1.45243591
2.5,14.5,3,92.53951146,2.442577898
2.5,15.5,3,84.45095116,1.862087697
2.5,16.5,3,81.43595193,3.254115241
2.5,17.5,0,0,0
2.5,18.5,2,88.74998891,0.7406597272
2.5,19.5,1,85.05865847,0
3.5,-19.5,2,83.70695625,1.734027869
3.5,-18.5,1,89.04033784,0
3.5,-17.5,5,85.03501033,0.7676353518
3.5,-16.5,3,86.3894687,3.31928089
3.5,-15.5,3,87.07070531,2.220983833
3.5,-14.5,5,89.2581273,0.5295079995
3.5,-13.5,5,91.75826566,1.652895256
3.5,-12.5,4,88.31747124,3.172865081
3.5,-11.5,4,90.82795963,1.622723967
3.5,-10.5,2,89.76333593,1.363394535
3.5,-9.5,2,96.13450592,3.128097177
3.5,-8.5,3,99.449454,1.28265727
3.5,-7.5,3,98.37206316,1.866786749
3.5,-6.5,3,108.2137686,1.940821669
3.5,-5.5,3,111.2160034,3.605144192
3.5,-4.5,3,110.3395411,1.342094713
3.5,-3.5,2,120.7586416,5.075620178
3.5,-2.5,2,163.5072726,18.39556078
3.5,-1.5,10,142.4977875,2.756325734
3.5,-0.5,5,140.6078826,4.112068815
3.5,0.5,1,151.7231593,0
3.5,1.5,0,0,0
3.5,2.5,3,134.6383301,2.50254487
3.5,3.5,7,121.8808173,2.030117943
3.5,4.5,3,120.4060826,0.8880449068
3.5,5.5,3,108.938322,0.1434619679
3.5,6.5,4,109.6350869,1.637872841
3.5,7.5,3,99.06143213,2.624912258
3.5,8.5,0,0,0
3.5,9.5,4,96.31197489,1.199835016
3.5,10.5,1,95.08837297,0
3.5,11.5,5,89.57552162,2.22120533
3.5,12.5,3,92.95853422,1.457290672
3.5,13.5,3,84.73759007,1.399513112
3.5,14.5,5,87.09154034,1.972224709
3.5,15.5,4,82.74874051,1.43474938
3.5,16.5,4,88.75643286,1.956129996
3.5,17.5,5,85.51282823,2.530858472
3.5,18.5,4,85.54190972,1.180487195
3.5,19.5,7,81.53115663,1.1461397
4.5,-19.5,3,87.39977345,4.050378583
4.5,-18.5,3,83.62331932,1.563868433
4.5,-17.5,1,80.26613767,0
4.5,-16.5,1,80.16068723,0
4.5,-15.5,1,82.49653706,0
4.5,-14.5,4,90.0401719,1.007073378
4.5,-13.5,4,87.81469732,2.11968785
4.5,-12.5,4,90.42464134,1.803871729
4.5,-11.5,2,92.80692313,0.922569244
4.5,-10.5,5,95.87620646,0.8745934232
4.5,-9.5,3,94.04370257,1.553390293
4.5,-8.5,2,93.28515537,0.1397942557
4.5,-7.5,5,103.8592952,2.634526102
4.5,-6.5,2,102.1550647,1.808961473
4.5,-5.5,2,105.4953147,0.2552574969
4.5,-4.5,0,0,0
4.5,-3.5,4,114.9751125,1.265016983
4.5,-2.5,0,0,0
4.5,-1.5,4,122.593895,2.274444562
4.5,-0.5,2,120.4731418,2.327614769
4.5,0.5,4,121.9743116,1.515297508
4.5,1.5,4,130.1292667,1.265442319
4.5,2.5,1,121.5392133,0
4.5,3.5,4,119.4120554,2.563021717
4.5,4.5,3,106.346375,0.8166570774
4.5,5.5,2,111.4750018,5.45072682
4.5,6.5,3,103.1807759,0.3900135961
4.5,7.5,8,100.3703409,1.826203626
4.5,8.5,0,0,0
4.5,9.5,3,93.58705228,1.933490519
4.5,10.5,2,87.01349256,2.650971251
4.5,11.5,2,90.86667898,1.551989997
4.5,12.5,1,101.8033802,0
4.5,13.5,3,92.41200783,2.805889107
4.5,14.5,3,85.32361761,1.071272638
4.5,15.5,1,85.21752563,0
4.5,16.5,3,89.81669936,0.5410336551
4.5,17.5,0,0,0
4.5,18.5,4,83.20378096,1.311860703
4.5,19.5,3,83.33321352,2.078553073
5.5,-19.5,3,86.03898854,1.168881337
5.5,-18.5,4,86.42212189,1.633828156
5.5,-17.5,1,86.79153477,0
5.5,-16.5,2,80.28404405,2.44721365
5.5,-15.5,0,0,0
5.5,-14.5,4,88.29876005,2.101804541
5.5,-13.5,3,90.50488841,2.021564812
5.5,-12.5,2,89.78682073,3.590635023
5.5,-11.5,1,87.07941212,0
5.5,-10.5,1,96.03042082,0
5.5,-9.5,3,92.73403573,0.6077255599
5.5,-8.5,4,93.58304887,1.771825268
5.5,-7.5,2,95.08059964,3.531185458
5.5,-6.5,2,100.2057955,1.541644584
5.5,-5.5,4,105.3106009,1.997439838
5.5,-4.5,6,109.5610198,2.416944156
5.5,-3.5,1,105.6193062,0
5.5,-2.5,2,117.5375264,0.7020173838
5.5,-1.5,2,114.5350394,0.5032520185
5.5,-0.5,3,124.3464129,3.492456785
5.5,0.5,6,113.8436272,2.221494507
5.5,1.5,5,116.2786848,2.770881772
5.5,2.5,1,113.3455787,0
5.5,3.5,3,108.2284655,1.135283381
5.5,4.5,1,114.2071246,0
5.5,5.5,4,110.0937437,2.506048863
5.5,6.5,2,98.75841958,0.01814312093
5.5,7.5,1,101.9723024,0
5.5,8.5,1,92.77250205,0
5.5,9.5,3,96.67684017,2.709777388
5.5,10.5,3,96.97681103,1.929678115
5.5,11.5,0,0,0
5.5,12.5,3,92.47533065,0.6093815081
5.5,13.5,1,86.45813388,0
5.5,14.5,2,87.22225801,1.076768041
5.5,15.5,4,85.16995103,1.532042715
5.5,16.5,5,83.40880254,1.500441114
5.5,17.5,5,80.6858875,2.030474746
5.5,18.5,1,83.60053849,0
5.5,19.5,4,79.91579973,0.4810230609
6.5,-19.5,0,0,0
6.5,-18.5,2,80.86998992,1.111150287
6.5,-17.5,7,79.77842325,1.032271267
6.5,-16.5,4,84.191207,0.6055114822
6.5,-15.5,3,82.98920462,1.459426578
6.5,-14.5,3,87.11134697,3.447077569
6.5,-13.5,0,0,0
6.5,-12.5,1,92.26868546,0
6.5,-11.5,2,91.81645935,3.079202768
6.5,-10.5,2,90.70460299,0.4383410368
6.5,-9.5,1,92.49955474,0
6.5,-8.5,3,99.13972894,3.680102998
6.5,-7.5,4,97.37957365,2.551289159
6.5,-6.5,4,100.17422,4.054673709
6.5,-5.5,2,99.97676059,0.3992739844
6.5,-4.5,2,105.1194505,0.1553824866
6.5,-3.5,2,114.2757744,2.472947476
6.5,-2.5,4,110.3605624,2.425434165
6.5,-1.5,2,107.2812661,0.1534915236
6.5,-0.5,1,106.3017792,0
6.5,0.5,5,112.6327487,2.345546966
6.5,1.5,5,105.9963282,2.294471224
6.5,2.5,2,110.778472,0.4497481631
6.5,3.5,4,103.4383781,1.08596261
6.5,4.5,1,110.3987666,0
6.5,5.5,1,106.057202,0
6.5,6.5,3,97.1980913,1.372912181
6.5,7.5,2,94.05369955,0.143559645
6.5,8.5,5,97.40225988,1.67576871
6.5,9.5,5,96.90291845,1.030266266
6.5,10.5,3,90.79161754,1.251466404
6.5,11.5,3,86.58309152,1.397410988
6.5,12.5,4,90.53655963,1.412194119
6.5,13.5,6,90.61529991,1.755819262
6.5,14.5,5,87.05223374,1.793775808
6.5,15.5,5,85.98900077,2.74964266
6.5,16.5,5,87.39338706,2.227982957
6.5,17.5,4,87.25881099,2.089548366
6.5,18.5,2,85.35398097,1.939413401
6.5,19.5,2,85.21828244,0.02047231652
7.5,-19.5,6,81.61451783,1.35661104
7.5,-18.5,2,86.50066065,0.9190195643
7.5,-17.5,5,81.86930947,0.8472859822
7.5,-16.5,4,84.26358949,0.6042147097
7.5,-15.5,3,83.94606517,0.6877402859
7.5,-14.5,0,0,0
7.5,-13.5,2,85.70868301,0.8464887125
7.5,-12.5,3,88.95713403,2.929619011
7.5,-11.5,0,0,0
7.5,-10.5,4,92.11478618,1.312015155
7.5,-9.5,4,88.15835914,1.595621582
7.5,-8.5,2,95.36873788,2.014178707
7.5,-7.5,3,92.26719762,1.779417621
7.5,-6.5,3,98.47766817,1.69996575
7.5,-5.5,0,0,0
7.5,-4.5,2,102.2105761,5.719393795
7.5,-3.5,1,99.37338579,0
7.5,-2.5,3,103.6980043,1.489216115
7.5,-1.5,3,102.6182763,2.30101406
7.5,-0.5,6,105.8000737,0.9569103849
7.5,0.5,3,104.0523629,2.069126062
7.5,1.5,2,108.2399282,1.691463376
7.5,2.5,3,105.4694033,2.1350791
7.5,3.5,1,99.48955714,0
7.5,4.5,0,0,0
7.5,5.5,4,103.5537779,0.7251652166
7.5,6.5,2,91.96336767,0.6471906056
7.5,7.5,0,0,0
7.5,8.5,3,90.31634703,1.426837197
7.5,9.5,4,88.5284386,1.512080397
7.5,10.5,1,83.63037105,0
7.5,11.5,4,85.69161029,1.365704721
7.5,12.5,3,89.01317748,0.4922075902
7.5,13.5,1,89.09847572,0
7.5,14.5,6,85.20398212,0.9875835481
7.5,15.5,5,81.95073765,1.451872613
7.5,16.5,3,84.27911094,1.554913736
7.5,17.5,3,86.53780334,2.77492988
7.5,18.5,1,86.05367442,0
7.5,19.5,2,81.36737669,2.223328182
8.5,-19.5,7,79.99089059,0.6579239991
8.5,-18.5,6,84.77425056,2.283966757
8.5,-17.5,3,82.3476928,0.4029134815
8.5,-16.5,2,83.53012411,0.9459293295
8.5,-15.5,5,87.0730875,1.441843924
8.5,-14.5,3,81.82558209,3.081388305
8.5,-13.5,3,84.9403442,3.779885471
8.5,-12.5,4,87.3909561,1.733035603
8.5,-11.5,1,87.6498025,0
8.5,-10.5,3,89.08570229,2.661739371
8.5,-9.5,5,88.64729753,2.727248416
8.5,-8.5,7,92.57765601,1.50953522
8.5,-7.5,2,94.72290278,1.535503811
8.5,-6.5,0,0,0
8.5,-5.5,2,100.2174046,1.630440239
8.5,-4.5,4,95.10040292,0.8046108716
8.5,-3.5,1,104.459447,0
8.5,-2.5,1,100.5408049,0
8.5,-1.5,4,97.65523502,1.326841548
8.5,-0.5,4,104.4860246,0.6885027233
8.5,0.5,5,104.6059208,1.457445679
8.5,1.5,2,98.93274832,2.423915818
8.5,2.5,4,99.75748042,2.112053183
8.5,3.5,5,102.7907506,2.437280078
8.5,4.5,2,104.0751069,3.843565474
8.5,5.5,3,93.73142296,2.161144299
8.5,6.5,4,93.88337154,1.574324468
8.5,7.5,2,96.25221303,2.402970883
8.5,8.5,5,91.56022653,3.246338996
8.5,9.5,0,0,0
8.5,10.5,4,90.64720614,2.343560935
8.5,11.5,3,84.97645803,1.385501097
8.5,12.5,3,90.2335023,2.281426605
8.5,13.5,3,91.34139337,0.6972130014
8.5,14.5,2,86.76574439,0.5436229299
8.5,15.5,1,86.72037472,0
8.5,16.5,0,0,0
8.5,17.5,2,83.17402016,2.000106049
8.5,18.5,7,85.01399347,1.231585651
8.5,19.5,7,82.40381354,1.18630447
9.5,-19.5,1,84.87917612,0
9.5,-18.5,4,84.32874915,1.606647783
9.5,-17.5,3,84.54481732,1.193525702
9.5,-16.5,3,82.91186514,1.568852237
9.5,-15.5,2,88.63862774,0.3414965597
9.5,-14.5,2,82.71979301,5.41405389
9.5,-13.5,5,87.59509813,1.902960795
9.5,-12.5,3,87.5489672,1.001684069
9.5,-11.5,4,86.33023114,3.080133182
9.5,-10.5,3,90.63395899,1.335059629
9.5,-9.5,4,88.8657298,2.533405799
9.5,-8.5,6,91.41759086,2.27565596
9.5,-7.5,2,96.77749066,0.7217768346
9.5,-6.5,4,93.70527809,1.472203249
9.5,-5.5,4,92.41455369,1.145637154
9.5,-4.5,4,94.93219764,1.472724154
9.5,-3.5,3,94.27014472,0.2255947251
9.5,-2.5,5,96.21019676,2.4685015
9.5,-1.5,8,96.29642583,1.60573205
9.5,-0.5,3,103.8872035,0.6786718859
9.5,0.5,2,98.2164612,1.647133768
9.5,1.5,5,101.8418131,1.255818929
9.5,2.5,4,99.10369146,1.344234744
9.5,3.5,3,98.78989158,3.173582425
9.5,4.5,4,91.23006115,3.224945822
9.5,5.5,3,100.2650509,0.800912682
9.5,6.5,4,94.92266786,1.205706486
9.5,7.5,2,93.47350389,2.492222672
9.5,8.5,3,87.01664669,2.275691664
9.5,9.5,6,88.65844416,0.9912867846
9.5,10.5,2,87.31586437,0.1331735059
9.5,11.5,4,84.8360177,2.191397549
9.5,12.5,2,84.43144874,0.07882279611
9.5,13.5,3,83.57204043,2.177705197
9.5,14.5,6,85.16409548,1.31309051
9.5,15.5,1,86.41641764,0
9.5,16.5,1,81.55449415,0
9.5,17.5,3,81.537123,0.8219308017
9.5,18.5,4,81.17901552,1.437880992
9.5,19.5,3,79.25580914,0.9570096473
10.5,-19.5,7,82.91648694,0.861138467
10.5,-18.5,3,80.04793037,0.4075083672
10.5,-17.5,8,79.12775079,1.459401163
10.5,-16.5,2,83.67346916,0.3524517243
10.5,-15.5,2,81.25999699,2.588257276
10.5,-14.5,5,82.052138,1.298520073
10.5,-13.5,4,82.76589446,2.89511857
10.5,-12.5,1,84.98731848,0
10.5,-11.5,2,89.31898693,0.6116852565
10.5,-10.5,5,87.45038128,2.511665074
10.5,-9.5,3,89.95611259,1.063828134
10.5,-8.5,4,86.90217554,2.707281684
10.5,-7.5,5,87.30753818,1.573667328
10.5,-6.5,3,89.3212748,0.9357493482
10.5,-5.5,4,92.01345706,1.437707296
10.5,-4.5,2,89.57539905,0.6227777384
10.5,-3.5,1,82.38121029,0
10.5,-2.5,5,94.74284432,1.290708641
10.5,-1.5,2,98.64093088,2.896349659
10.5,-0.5,4,96.07114281,0.518333731
10.5,0.5,4,95.51044516,0.7370665001
10.5,1.5,2,95.00261989,0.2308538619
10.5,2.5,6,96.84002724,1.163147031
10.5,3.5,7,95.07022202,1.441059608
10.5,4.5,2,94.3179166,0.771806977
10.5,5.5,0,0,0
10.5,6.5,3,90.26713595,2.846727037
10.5,7.5,3,88.60235291,1.056228105
10.5,8.5,3,93.18542201,3.155475201
10.5,9.5,5,90.90250758,1.057751481
10.5,10.5,1,95.35011253,0
10.5,11.5,6,86.96212446,1.817705552
10.5,12.5,2,85.73227087,5.168823899
10.5,13.5,1,84.3504865,0
10.5,14.5,5,86.49472225,1.153644575
10.5,15.5,1,82.30487373,0
10.5,16.5,3,81.91167946,3.850557152
10.5,17.5,4,84.07412855,1.022773973
10.5,18.5,2,82.73490484,0.4944159021
10.5,19.5,4,81.02907323,2.723529734
11.5,-19.5,1,79.82856805,0
11.5,-18.5,4,80.55546299,1.273581465
